,Train,Predicted
0,5.137503523749935,4.139217284718044
1,4.53605290024021,6.773036938389451
2,2.765534746362977,3.650227747427323
3,0.765534746362977,1.1742739407772103
4,7.727920454563199,7.947449623574695
5,5.368069876532083,4.3875882939215005
6,1.8073549220576042,2.3078931000821292
7,8.89208739652348,6.737295594810616
8,3.608809242675524,5.11464530623326
9,0.48542682717024166,0.43747052151656085
10,5.872828759534886,4.605108598813945
11,1.3219280948873624,0.9432078591591262
12,8.705977901682521,8.528995801992036
13,8.950993231979641,6.893787919796241
14,5.03121873061072,4.198067900083129
15,9.0,9.516076028252597
16,9.0,7.697371322038194
17,6.255500733148386,5.101148319645725
18,5.9886846867721655,5.526462313823277
19,3.137503523749935,2.9630061654959214
20,0.6780719051126377,0.6762173119354848
21,7.243173983472951,6.020121828466397
22,3.786596361890807,3.6963212041976465
23,0.925999418556223,0.9032127076042338
24,7.161887682376894,4.518174019503859
25,5.548436624696042,4.894720478634572
26,4.958842675243241,7.119218040621001
27,7.638797899951696,5.841610894953975
28,5.277984747299765,5.218248123671564
29,5.658211482751795,5.550208810666319
30,2.963474123974886,3.364735055845376
31,3.6205864104518777,3.987431102801996
32,4.842978831788326,3.9212266473208466
33,4.760220946466509,5.160089265180071
34,5.92362461136832,6.089033188042837
35,1.3785116232537298,2.0319407216322825
36,1.9634741239748859,1.7484589775275516
37,4.727920454563199,4.854070130468205
38,3.711494906650088,5.395992183647052
39,4.095924419998536,3.108162471128999
40,6.888743248898259,6.042689479914506
41,6.414473836430928,5.775847066102761
42,6.03121873061072,6.847694899170264
43,5.446256229889564,5.781140225492171
44,5.213347281733441,5.136205557770215
45,4.371558862611963,3.908686630615719
46,7.410239330776022,6.879104379053651
47,7.176921111644362,6.840327625374156
48,5.617651119427331,6.683223060485583
49,4.19377174339668,4.122791443476219
50,9.159366809743736,8.368700258639095
51,10.591989767615125,9.827137677260016
52,9.537024215863575,10.872938368029565
53,5.116863757690899,5.226574778471926
54,3.572889668420581,4.2811139038996595
55,4.350497247084133,5.323681834402786
56,3.9726926540042644,4.978406176720364
57,3.4195388915137843,3.5895174582533356
58,5.655351828612554,5.440109684438024
59,2.584962500721156,2.863162393758807
60,3.2016338611696504,2.860379444866126
61,6.098032082960526,5.542911318933879
62,6.7865963618908065,5.514753041966907
63,6.710117632043446,6.522963882973021
64,6.525129251203973,6.111971754382988
65,5.357552004618084,5.830585756819692
66,4.070389327891398,4.067373858719764
67,3.2016338611696504,3.6166865810838233
68,4.727920454563199,3.827623291025043
69,7.805421446171756,6.945834262363373
70,3.350497247084133,3.6419767233824674
71,0.6780719051126377,1.0138938820649388
72,3.523561956057013,4.771541680674103
73,7.463524373271181,6.145326993072764
74,6.531381460516312,6.7656428845691075
75,2.867896463992655,3.231479735901061
76,2.169925001442312,2.8676619194944912
77,2.584962500721156,4.164061319536213
78,0.48542682717024166,0.976567529584706
79,4.336283387864432,3.1574131831548424
80,0.8479969065549501,0.5252319717437262
81,3.944858445807539,4.137142847528005
82,3.877744249949002,3.341286992262745
83,2.4059923596758366,1.9645400618387887
84,6.165911938935689,6.318490135987924
85,5.7114949066500875,4.78569243159264
86,1.4854268271702418,1.5591617939347309
87,1.4854268271702418,1.845644859531241
88,1.3785116232537298,1.382361444428538
89,4.949534933017012,5.394384880146788
90,3.8972404255747994,4.203089950240238
91,3.1538053360790355,3.2987770992927246
92,4.008988783227255,4.555237558357902
93,3.1210154009613658,3.416395183948296
94,2.0,2.8036141983635137
95,5.266786540694901,4.521054935622582
96,4.224966365000275,4.467515499325295
97,2.678071905112638,2.9613773949670934
98,5.797012977836145,5.694510761158306
99,6.320123598040615,6.095758456568133
100,4.857980995127572,4.744409063434987
101,4.112700132749362,4.2249322389626265
102,3.1043366598147357,2.9939583073911127
103,1.765534746362977,1.9344826379493338
104,4.300123724569014,4.668323999285644
105,3.925999418556223,3.66034463226746
106,2.925999418556223,3.5134847866155727
107,2.700439718141092,2.649358728268716
108,1.632268215499513,1.934512603525878
109,3.0874628412503395,2.273794703839287
110,2.37851162325373,2.5392369694106005
111,3.277984747299765,3.176808538243982
112,2.4594316186372973,2.1717944642184506
113,3.263034405833794,2.673472018033263
114,5.339850002884624,4.7461370379646315
115,6.37851162325373,5.63362313695561
116,6.84924870276441,6.0399709741854695
117,6.528258742758412,6.409462981151414
118,6.380244590478185,6.255299804059554
119,6.824004050933153,7.068899322222886
120,5.419538891513785,4.353328558851051
121,6.232660756790275,4.5168588382455965
122,6.442943495848728,5.638697703030628
123,5.465974464504069,5.374483982247966
124,7.181897643108388,6.540940563003051
125,7.41193462479118,7.965376863857009
126,6.223036337901875,6.514153920726168
127,6.301953395126096,6.4907545990832896
128,6.897240425574799,6.8251156395097325
129,5.894817763307944,5.542647688996745
130,5.7865963618908065,6.554436063941655
131,4.837943241891027,4.924002747167132
132,7.3416300093299105,7.116128945067388
133,5.933100474931368,5.734839768540916
134,6.074676686294496,6.47209037005282
135,4.307428525192248,5.036274884725719
136,3.548436624696042,4.153726745184166
137,1.2630344058337937,1.5818392987283119
138,1.4329594072761063,1.6665108152263093
139,4.632268215499513,6.415698994866811
140,3.4329594072761065,3.9397379463685676
141,3.8875252707415875,4.847201380370004
142,7.991521846075695,6.5833447484332375
143,4.949534933017012,4.254634952167882
144,5.19377174339668,4.809817106272478
145,1.8875252707415875,4.047555719035037
146,5.20163386116965,3.9796866281507812
147,10.12605911607068,9.564472345666097
148,11.822969090453288,10.362165072885178
149,11.7553048882624,11.1622942114041
150,6.434628227636725,4.172376307817096
