,0
PEOE_VSA8,0.7462369156015584
EState_VSA7,0.48067905899727276
PEOE_VSA6,0.3319000524907334
EState_VSA2,0.21975530278044053
VSA_EState2,0.1433465946672929
PEOE_VSA11,0.08780278336864338
VSA_EState7,0.0686999953700469
PEOE_VSA7,0.058530375147842255
MaxEStateIndex,0.032801356303395486
FpDensityMorgan1,0.03265167390172091
VSA_EState6,0.02656990579319958
Chi4n,0.016299174473234375
EState_VSA6,0.007523221609571201
